[2026-02-06 11:37:40,516] 14 root - INFO - Configuration loaded successfully.
[2026-02-06 11:37:50,291] 54 datasets - INFO - PyTorch version 2.8.0 available.
[2026-02-06 11:37:52,327] 24 root - INFO - Initializing Embedding Manager with model: all-MiniLM-L6-v2
[2026-02-06 11:37:52,329] 219 sentence_transformers.SentenceTransformer - INFO - Use pytorch device_name: cpu
[2026-02-06 11:37:52,329] 227 sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: all-MiniLM-L6-v2
[2026-02-06 11:37:59,213] 148 root - INFO - Initializing vector database...
[2026-02-06 11:37:59,242] 22 chromadb.telemetry.product.posthog - INFO - Anonymized telemetry enabled. See                     https://docs.trychroma.com/telemetry for more information.
[2026-02-06 11:37:59,460] 78 root - INFO - Loading shipping_policy.txt...
[2026-02-06 11:37:59,460] 94 root - INFO - Chunking the shipping_policy.txt file content...
[2026-02-06 11:37:59,461] 78 root - INFO - Loading cancellation_policy.txt...
[2026-02-06 11:37:59,461] 94 root - INFO - Chunking the cancellation_policy.txt file content...
[2026-02-06 11:37:59,461] 78 root - INFO - Loading product_details.txt...
[2026-02-06 11:37:59,461] 94 root - INFO - Chunking the product_details.txt file content...
[2026-02-06 11:37:59,462] 78 root - INFO - Loading refund_policy.txt...
[2026-02-06 11:37:59,462] 94 root - INFO - Chunking the refund_policy.txt file content...
[2026-02-06 11:37:59,462] 143 root - INFO - Processed 4 files into 25 high-quality chunks.
[2026-02-06 11:38:00,630] 162 root - INFO - Adding 25 documents to the vector database...
[2026-02-06 11:38:00,689] 15 root - INFO - Building the state graph for the RAG system.
[2026-02-06 11:38:00,690] 167 root - INFO - Creating node for replying to user enquiries using RAG retriever.
[2026-02-06 11:38:15,128] 17 root - INFO - Classifying user enquiry type based on chat history.
[2026-02-06 11:38:15,129] 5207 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2026-02-06 11:38:16,285] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
[2026-02-06 11:38:16,289] 17 root - INFO - Routing based on intent: greeting
[2026-02-06 11:38:16,291] 52 root - INFO - Generating reply to casual greeting.
